10:20:52:305 | Início do arquivo de aquisição de dados
10:20:52:350 | 0|Ticks=0||1|-19|-59|-21| 0 |
10:20:52:361 | 1|Ticks=0||1|-21|-64|-18| 0 |
10:20:52:389 | 2|Ticks=0||1|-24|-66|-15| 0 |
10:20:52:419 | 3|Ticks=0||1|-25|-60|-13| 0 |
10:20:52:451 | 4|Ticks=0||1|-21|-60|-14| 0 |
10:20:52:482 | 5|Ticks=0||1|-20|-62|-16| 0 |
10:20:52:512 | 6|Ticks=0||1|-20|-66|-19| 0 |
10:20:52:545 | 7|Ticks=0||1|-18|-63|-23| 0 |
10:20:52:571 | 8|Ticks=0||1|-13|-58|-36| 0 |
10:20:52:602 | 9|Ticks=0||1|-14|-51|-35| 0 |
10:20:52:634 | 10|Ticks=15||1|-15|-49|-36| 0 |
10:20:52:664 | 11|Ticks=0||1|-8|-42|-34| 0 |
10:20:52:696 | 12|Ticks=0||1|4|-35|-33| 0 |
10:20:52:728 | 13|Ticks=16||1|12|-25|-28| 0 |
10:20:52:759 | 14|Ticks=16||1|13|-18|-22| 0 |
10:20:52:785 | 15|Ticks=0||1|8|-16|-25| 0 |
10:20:52:815 | 16|Ticks=0||1|0|-17|-29| 0 |
10:20:52:847 | 17|Ticks=0||1|-6|-23|-29| 0 |
10:20:52:879 | 18|Ticks=0||1|-14|-35|-28| 0 |
10:20:52:911 | 19|Ticks=0||1|-14|-45|-24| 0 |
10:20:52:941 | 20|Ticks=0||1|-6|-55|-23| 0 |
10:20:52:972 | 21|Ticks=0||1|-2|-64|-26| 0 |
10:20:52:999 | 22|Ticks=0||1|-7|-74|-33| 0 |
10:20:53:29 | 23|Ticks=0||1|-12|-66|-27| 0 |
10:20:53:60 | 24|Ticks=0||1|-21|-62|-18| 0 |
10:20:53:92 | 25|Ticks=0||1|-22|-67|-22| 0 |
10:20:53:123 | 26|Ticks=0||1|-23|-72|-22| 0 |
10:20:53:155 | 27|Ticks=0||1|-22|-60|-15| 0 |
10:20:53:186 | 28|Ticks=0||1|-20|-49|-18| 0 |
10:20:53:213 | 29|Ticks=15||1|-20|-43|-22| 0 |
10:20:53:244 | 30|Ticks=16||1|-22|-39|-22| 0 |
10:20:53:274 | 31|Ticks=16||1|-23|-33|-23| 0 |
10:20:53:305 | 32|Ticks=16||1|-24|-35|-23| 0 |
10:20:53:338 | 33|Ticks=0||1|-26|-35|-21| 0 |
10:20:53:368 | 34|Ticks=15||1|-27|-38|-18| 0 |
10:20:53:402 | 35|Ticks=0||1|-29|-40|-16| 0 |
10:20:53:426 | 36|Ticks=0||1|-28|-46|-14| 0 |
10:20:53:458 | 37|Ticks=0||1|-29|-54|-14| 0 |
10:20:53:488 | 38|Ticks=0||1|-26|-60|-15| 0 |
10:20:53:521 | 39|Ticks=0||1|-22|-60|-15| 0 |
10:20:53:551 | 40|Ticks=0||1|-20|-61|-16| 0 |
10:20:53:582 | 41|Ticks=0||1|-25|-60|-17| 0 |
10:20:53:609 | 42|Ticks=0||1|-24|-63|-20| 0 |
10:20:53:639 | 43|Ticks=0||1|-23|-69|-22| 0 |
10:20:53:670 | 44|Ticks=0||1|-22|-74|-25| 0 |
10:20:53:702 | 45|Ticks=0||1|-19|-76|-29| 0 |
10:20:53:733 | 46|Ticks=0||1|-14|-70|-30| 0 |
10:20:53:765 | 47|Ticks=0||1|-11|-61|-31| 0 |
10:20:53:796 | 48|Ticks=0||1|-10|-55|-32| 0 |
10:20:53:823 | 49|Ticks=0||1|-7|-50|-33| 0 |
10:20:53:854 | 50|Ticks=0||1|-6|-45|-34| 0 |
10:20:53:885 | 51|Ticks=0||1|-5|-39|-35| 0 |
10:20:53:917 | 52|Ticks=0||1|-3|-34|-35| 0 |
10:20:53:948 | 53|Ticks=0||1|-1|-30|-35| 0 |
10:20:53:978 | 54|Ticks=0||1|0|-26|-35| 0 |
10:20:54:11 | 55|Ticks=0||1|1|-25|-34| 0 |
10:20:54:36 | 56|Ticks=0||1|2|-24|-33| 0 |
10:20:54:68 | 57|Ticks=0||1|0|-26|-31| 0 |
10:20:54:99 | 58|Ticks=0||1|-1|-32|-29| 0 |
10:20:54:129 | 59|Ticks=0||1|0|-45|-29| 0 |
10:20:54:161 | 60|Ticks=0||1|-3|-67|-28| 0 |
10:20:54:192 | 61|Ticks=0||1|-12|-78|-19| 0 |
10:20:54:219 | 62|Ticks=0||1|-19|-82|-7| 0 |
10:20:54:263 | 63|Ticks=0||1|-25|-84|-5| 0 |
10:20:54:281 | 64|Ticks=0||1|-26|-77|-8| 0 |
10:20:54:378 | 65|Ticks=0||1|-14|-42|-20| 0 |
10:20:54:448 | 66|Ticks=0||1|-20|-34|-26| 0 |
10:20:54:464 | 67|Ticks=0||1|-24|-34|-28| 0 |
10:20:54:495 | 68|Ticks=0||1|-30|-36|-25| 0 |
10:20:54:527 | 69|Ticks=0||1|-31|-39|-23| 0 |
10:20:54:558 | 70|Ticks=0||1|-33|-42|-19| 0 |
10:20:54:588 | 71|Ticks=0||1|-31|-42|-16| 0 |
10:20:54:619 | 72|Ticks=0||1|-28|-47|-14| 0 |
10:20:54:649 | 73|Ticks=0||1|-24|-55|-15| 0 |
10:20:54:676 | 74|Ticks=0||1|-19|-58|-16| 0 |
10:20:54:708 | 75|Ticks=0||1|-18|-60|-15| 0 |
10:20:54:739 | 76|Ticks=0||1|-20|-65|-14| 0 |
10:20:54:772 | 77|Ticks=15||1|-24|-64|-15| 0 |
